8	remove-trailing-separator
8	repeat-element
12	repeat-string
NA	request
5044	request-promise-core
8	require-directory
12	require-from-string
8	require-main-filename
8	requires-port
208	resolve
64	resolve-cwd
40	resolve-from
8	resolve-url
48	responselike
100	restore-cursor
32	ret
8	retry
8	reusify
356	rimraf
356	ripemd160
16	rsvp
8	run-async
52	run-parallel
44	run-queue
NA	rxjs
20	safe-buffer
8	safer-buffer
544	safe-regex
2268	sane
8	sax
NA	saxes
100	scheduler
2312	schema-utils
76	semver
648	send
112	serialize-javascript
740	serve-static
8	set-blocking
8	setimmediate
12	setprototypeof
80	set-value
80	sha.js
44	shallow-clone
72	shebang-command
64	shebang-regex
8	shell-quote
12	shellwords
544	side-channel
NA	signal-exit
80	simple-swizzle
44	@sindresorhus_is
92	@sinonjs_commons
320	@sinonjs_fake-timers
8	sisteransi
64	slash
120	slice-ansi
1752	snapdragon
12	snapdragon-node
44	snapdragon-util
1184	sockjs-client
88	sort-keys
8	source-list-map
8	source-map
104	source-map-resolve
864	source-map-support
8	source-map-url
80	spdx-correct
NA	spdx-exceptions
52	spdx-expression-parse
16	spdx-license-ids
16	split-string
16	sprintf-js
676	sshpk
112	ssri
NA	stack-utils
264	static-extend
36	statuses
16	stealthy-require
344	stream-browserify
96	stream-each
428	stream-http
8	stream-shift
36	strict-uri-encode
56	string_decoder
136	string-length
464	string.prototype.trimend
464	string.prototype.trimstart
284	string-width
88	strip-ansi
64	strip-bom
36	strip-eof
64	strip-final-newline
84	strip-indent
64	strip-json-comments
100	style-loader
88	supports-color
100	supports-hyperlinks
4704	svgo
8	symbol-observable
16	symbol-tree
108	@szmarczak_http-timer
3820	table
36	tapable
NA	tar
676	tar-stream
1436	terser
8548	terser-webpack-plugin
416	test-exclude
8	text-table
12	throat
8	through
360	through2
28	timers-browserify
400	tmp
12	tmpl
8	to-arraybuffer
20	to-fast-properties
8	toidentifier
64	to-object-path
NA	@tootallnate_once
380	to-regex
32	to-regex-range
536	tough-cookie
76	tr46
64	trim-newlines
300	tsconfig-paths
NA	tslib
NA	ts-node
NA	tsutils
8	tty-browserify
56	tunnel-agent
12	tweetnacl
36	type
76	type-check
8	typedarray
24	typedarray-to-buffer
28	type-detect
56	type-fest
292	type-is
44	typescript
8	uglify-js
840	unbox-primitive
12	unicode-canonical-property-names-ecmascript
52	unicode-match-property-ecmascript
12	unicode-match-property-value-ecmascript
12	unicode-property-aliases-ecmascript
112	union-value
68	unique-filename
40	unique-slug
428	unique-string
24	universalify
8	unpipe
184	unset-value
8	upath
64	uri-js
8	urix
124	url
80	url-parse
84	url-parse-lax
8	use
7596	util
NA	util-deprecate
7296	util.promisify
8	utils-merge
60	uuid
20	v8-compile-cache
NA	v8-to-istanbul
116	validate-npm-package-license
8	vary
160	verror
16	vm-browserify
56	w3c-hr-time
88	w3c-xmlserializer
60	walker
100	watchpack
392	@webassemblyjs_ast
NA	@webassemblyjs_floating-point-hex-parser
NA	@webassemblyjs_helper-api-error
24	@webassemblyjs_helper-buffer
768	@webassemblyjs_helper-code-frame
NA	@webassemblyjs_helper-fsm
984	@webassemblyjs_helper-module-context
NA	@webassemblyjs_helper-wasm-bytecode
1016	@webassemblyjs_helper-wasm-section
40	@webassemblyjs_ieee754
228	@webassemblyjs_leb128
NA	@webassemblyjs_utf8
1328	@webassemblyjs_wasm-edit
916	@webassemblyjs_wasm-gen
1172	@webassemblyjs_wasm-opt
924	@webassemblyjs_wasm-parser
824	@webassemblyjs_wast-parser
704	@webassemblyjs_wast-printer
40	webidl-conversions
NA	webpack
3116	webpack-dev-middleware
60	webpack-sources
200	websocket-driver
8	websocket-extensions
548	whatwg-encoding
NA	whatwg-fetch
56	whatwg-mimetype
392	whatwg-url
56	which
780	which-boxed-primitive
12	which-module
92	wide-align
312	widest-line
8	word-wrap
8	wordwrap
96	worker-farm
340	wrap-ansi
8	wrappy
128	write-file-atomic
36	ws
384	xml2js
28	xmlbuilder
28	xmlchars
28	xml-name-validator
8	xtend
36	@xtuc_ieee754
8	@xtuc_long
72	y18n
12	yallist
60	yaml
772	yargs
84	yargs-parser
64	yocto-queue
